1.007646609019234461e+03,2.460782640115752784e+01,8.810000025930030176e+00,1.953999996859008803e+01,9.120000023866913352e+01,8.343984347902733134e-07,1.901004694611295918e+02,4.903000034796708206e+01,5.059200095360218086e+01,6.577000027708173491e+01,3.216199996121734443e+02,9.789999977698416345e+00,3.816700001396795869e+02,4.219999996889341354e+00,1.580000066360993571e+01,1.294117627972201978e+00,3.146000026108485770e+01
1.007028588994788151e+03,2.536276713200437172e+01,6.599999998369556309e+00,1.571000017497910228e+01,9.150999980246530185e+01,8.343984347902733134e-07,1.291534325820775564e+02,3.427999956524752889e+01,4.250399894276355894e+01,5.649000017649085237e+01,3.220600023165418975e+02,7.880000002537378201e+00,2.519000047981570845e+02,3.419999983748723604e+00,2.407000056631611073e+01,1.795185280816177675e+00,2.420999995542278427e+01
1.010830743872078983e+03,2.637132787033037573e+01,3.109999958763367101e+00,8.180000537824302143e+00,9.539000013480236362e+01,8.343984347902733134e-07,7.630697018895347128e+01,1.154000013023442861e+01,2.419199838138702319e+01,3.315999987151778328e+01,3.219999976890665039e+02,3.910000063950578753e+00,1.679300003699340778e+02,1.509999955737912902e+00,4.329000002273382108e+01,1.623534314781781784e+00,1.432999951413330919e+01
1.009057844075211619e+03,2.929590421162521707e+01,3.050000115997244965e+00,9.420000154364592149e+00,9.718000013194249220e+01,8.343984347902733134e-07,1.179181397399483728e+02,5.620000304030424942e+00,2.457599839995242519e+01,3.385000028824974549e+01,3.219999976890665039e+02,4.920000042778511329e+00,1.679300003699340778e+02,1.870000051956022702e+00,4.051000015953845690e+01,5.038741355127580590e-01,1.632000010918877209e+01
1.006687703999466294e+03,2.912140457121590131e+01,3.129999906352074479e+00,9.359999666885773451e+00,9.649000025215946152e+01,4.630005315217829320e+00,1.011567190887551817e+02,5.299999609874362250e+00,2.648399897814072546e+01,3.670000013311847198e+01,3.221100007074424525e+02,4.070000087030159364e+00,3.740299988708583783e+02,1.610000067859805650e+00,3.468000023639650919e+01,2.455532199070968424e+00,1.593999948844111714e+01
1.004103386010954523e+03,2.602025648806979063e+01,4.700000024071647076e+00,9.530000042496723722e+00,9.587000000238253961e+01,2.944000494575510629e+01,1.588838197082468469e+02,1.197000021939754433e+01,3.348000109816448600e+01,4.529000003276517816e+01,3.220999991554352846e+02,5.160000077397882023e+00,6.183000062524619125e+02,2.469999956135619179e+00,2.578999956525674264e+01,2.799126554648688092e+00,1.560999971657358287e+01
1.000779879049005103e+03,3.229881420327252783e+01,9.530000062762606916e+00,1.560000028684697071e+01,9.265999997616521000e+01,9.079999969472254406e+01,1.568581582596659132e+02,2.477000002602437689e+01,4.120799952802728683e+01,4.997000001652558154e+01,3.219999976890665039e+02,7.289999984176192882e+00,7.709699947335120669e+02,3.389999988539743825e+00,2.324000030978620757e+01,1.634531306093160996e+00,2.843000006219486764e+01
1.006125249036417472e+03,2.796492605587082991e+01,6.370000007977362877e+00,1.481999998309653677e+01,8.873999993540927278e+01,1.576700003957039655e+02,1.849152006215550443e+02,2.298999978024882296e+01,3.271200106103368199e+01,4.149999991727376170e+01,3.219999976890665039e+02,5.840000041996564306e+00,4.427300003021015868e+02,2.519999935341389552e+00,3.029999997035707437e+01,2.984136791755213736e+00,2.658000004992950949e+01
1.008531179011998688e+03,2.747265557452514173e+01,5.839999986207936367e+00,1.351999987907743161e+01,8.619000000766081371e+01,1.998300023733625892e+02,1.318048883671235103e+02,1.889000004555871470e+01,3.062399998820139047e+01,3.903999980131700909e+01,3.219999976890665039e+02,5.090000033928182788e+00,4.694499998688451683e+02,1.909999943094427888e+00,3.301000065962038121e+01,9.483312545237405633e-01,2.460000029742790417e+01
1.008924264952667954e+03,2.188014275240175621e+01,7.660000025878083818e+00,1.431999994308919000e+01,8.288999993613566630e+01,3.303000048102209121e+02,1.321469416148722757e+02,2.641000020913782720e+01,3.314399913815388743e+01,4.019000020815324348e+01,3.220600023165418975e+02,6.119999948896294839e+00,3.282300033233145768e+02,2.549999968977957110e+00,3.360999988096889979e+01,3.175734053058644868e+00,2.472000031640668283e+01
1.010810658028991497e+03,2.569973429140026866e+01,9.259999872616806016e+00,1.617000009111637837e+01,7.931999986896013866e+01,4.218999923217100445e+02,1.969802754694763394e+02,4.576999978409376979e+01,3.631200058716235191e+01,4.269999997120646640e+01,3.219999976890665039e+02,7.890000003979851684e+00,2.480799972123800217e+02,3.560000006222815649e+00,3.640999966691443035e+01,2.372059832207915608e+00,2.826000031563236803e+01
1.004857578030642912e+03,3.130308606674713445e+01,2.181000019936599443e+01,2.057999998392878638e+01,7.813999977367302563e+01,3.852999889969431706e+02,1.664286237599419280e+02,7.088000038318591578e+01,5.650800010576195120e+01,5.509999973728929490e+01,3.216600011356345021e+02,1.120999998229538974e+01,1.755699970045109808e+02,5.520000071080778170e+00,3.161999948839869390e+01,1.904514781098743059e+00,3.199000006458368262e+01
1.007128434011274749e+03,3.035845117896638001e+01,8.410000048215025004e+00,1.547000003510609112e+01,7.815999990842860257e+01,4.960599977570090573e+02,8.514976504933483170e+01,1.843999997326863749e+01,3.669600060572775391e+01,4.462000001434125096e+01,3.219999976890665039e+02,6.719999968699954529e+00,1.564800061172924188e+02,2.880000031559498908e+00,4.354000004026094928e+01,7.846488637620003814e-01,2.775999967590593798e+01
1.010824790837458977e+03,2.526734120338496581e+01,9.400000018708187355e+00,1.638999986738064507e+01,7.573999987467990991e+01,6.480800080825326859e+02,2.567508471115143607e+02,3.226000024504194386e+01,3.737999885701199076e+01,4.417000000085985079e+01,3.220600023165418975e+02,7.190000003123838468e+00,1.717500079557111121e+02,3.140000015655715959e+00,4.353000003614020841e+01,2.555752094163077359e+00,3.136000024526921237e+01
1.004305695983577380e+03,2.731178780976829756e+01,5.819999974497925166e+00,1.341999987107596226e+01,7.249999992687534700e+01,5.837999818811558725e+02,1.764476413234463337e+02,1.854999997085361585e+01,3.079200096820668620e+01,3.935000009487462336e+01,3.220600023165418975e+02,5.600000007377193612e+00,1.641200027518693219e+02,2.180000015258010126e+00,5.271000005735956506e+01,6.677803737279363050e-01,2.524000039864804279e+01
