6.038883962088107182e+00,2.124259312787117437e+00,3.220286070467396122e+00,7.011597674711747885e+00,2.171288857361659552e+00,5.694015705277934103e+01,3.108839854172066453e+01,3.531715540138065990e+00,8.798989288378969320e+00,9.969618246569609710e+00,1.941645882970533421e+00,8.675074250082177585e-01,1.356126052627644185e+02,2.720134510765075397e-01,1.138267841402690905e+01,9.384720771792725014e-01,1.148412440127303924e+01
1.353885743913565420e+00,1.969331863399368387e+00,2.709602206187430973e+00,3.068918399025857724e+00,6.232853508511482232e-01,4.382810450324862472e+01,2.216611675029847106e+01,3.929209628828317591e+00,3.152378167961438038e+01,1.444414651383834070e+00,1.563046919825404757e+01,5.568531673338892318e-01,3.702326934109157719e+02,2.231071708590426361e-01,3.379206998401990347e+01,3.281357094842392019e-01,6.162757717842886507e+00
3.457950155302910389e+00,2.387660218061938622e+00,1.396840005498014570e+00,4.246315014815234434e+00,5.410541733388612329e+00,7.536560751448581641e+01,2.059335625884912702e+01,1.715429025590793799e+00,3.989285631860914094e+01,4.079291344369867289e+00,7.823121671154353862e+00,1.850730102921042786e+00,2.097693885847536421e+02,9.935911718812802107e-01,3.636085835935877242e+01,6.673120233544898028e-01,7.487090787378299694e+00
1.481384886267278489e-01,9.812617005032961970e-01,9.851313843972580031e-01,5.101854133498353150e+00,2.826255517374434589e+00,6.627885101273639634e+01,3.874161334532016099e+01,1.201426301085083992e+01,1.659828519396194224e+01,9.742735867816605833e+00,2.345522168503180183e+00,2.025587246499469529e+00,2.507529178045238041e+02,1.072874593155437761e+00,4.476305800861635475e+01,5.683775824475845173e-01,6.853252544001556146e+00
6.907755107872048939e+00,2.884828637024334341e+00,2.019771928023585517e+00,3.076363793418572357e+00,1.646117314994327785e+00,6.892810260080753437e+01,5.993688832504156494e+01,6.070286310123009343e+00,5.475408905040239915e-01,1.366041115332370381e+01,5.553726615464711358e-01,4.094492569236525270e-01,9.735546754565200445e+01,3.819023522322080311e-01,3.195367840012515970e+01,3.043494525208809698e-01,5.302888903975301105e+00
3.083881764523425772e+00,7.717326952801784046e-01,2.140202086552881688e+00,3.307214521055961143e-01,1.922087492828381983e+00,7.778484364046013866e+01,5.731009036296939030e-01,7.233465457446044411e+00,5.491709864439535238e+00,1.589398090725954305e+01,5.753037866006934564e+00,2.111188162689057179e-01,6.224356839179205281e+01,1.481294456072221877e-01,3.117258680139203264e+01,6.865191773703485101e-01,6.661162247620922017e-01
3.462297870655902443e+00,9.702434149071450520e-01,1.902526892676124071e+00,1.542777059715128019e+00,1.188430541144043673e+00,7.121651966055941330e+01,6.170110468799882142e+01,1.916511750050077012e+00,1.598054366609034105e+00,8.769353045818789383e+00,2.545914234105339347e+00,5.920215516229987429e-01,2.533379959130297721e+01,4.936704976476988804e-01,2.549391215964956459e+01,3.151542125686535023e-02,1.702268961478331732e+00
4.384432441532339908e+00,1.579098063596308776e+00,2.931898546502347713e+00,4.269577975133564962e-01,5.622899950851078188e+00,4.157245586277042548e+01,1.917735254016822921e+01,8.735845970073214062e+00,3.634787000661142997e+01,1.049984796186998537e+01,1.113839396027708517e+01,8.928597201450081400e-01,6.848554828580597587e+01,8.281174614016268976e-01,1.714513000995712133e+00,3.583665566845357642e-01,1.224621836254527807e+00
1.205384766569545718e+01,2.159726752580937159e-01,3.596089978104066276e+00,6.815097236749238618e+00,5.669486881912220611e+00,5.298161997573276949e+01,8.052636647310990270e+01,1.487038699689388466e+01,2.640783208410017835e+01,1.768007979766827020e+01,6.427357742340404911e+00,2.992240612911021280e+00,1.510451863582802048e+02,1.453330528977691216e+00,2.472277809657059322e+01,2.755316488216692505e-01,9.183785992525457686e+00
1.610436299311004404e-01,1.320748178630477554e+00,3.643068709441865671e+00,9.305334700443083307e+00,3.371022142183633719e+00,4.514395895273111137e+01,2.685360322938740296e+01,1.429784230528517242e+01,2.876906310072124739e+01,1.981112774616308414e+01,1.001444542599386978e+01,4.907206413318969673e+00,1.549202344451448994e+02,2.257334610679235354e+00,2.293604196306898046e+01,4.968937753486812881e-02,9.288663339742210923e+00
